Type,Force,Category,Price per item (GBP),Number of items,Purchase date,Additional information
Services,./dyfed-powys.csv,"PC monitor - 19"" or smaller (inc. cables)",68.01,5.0,2016-01-14,
Services,./dyfed-powys.csv,"PC monitor - 21"" or wider (inc. cables)",77.18,1.0,2016-01-19,
Services,./dyfed-powys.csv,Telephone call charges (per minute),,,2016-02-26,Rate is provided in an inclusive telecoms package linked to consumption but the requested information cannot be extracted.
Services,./west-midlands.csv,DNA test,18.45,1076.0,2015-12-01,"The force is using the old Framework to purchase this item code 24BF A1 which is equivalent to 07BFA1. As such, from 01 March 2016 this will convert to 24BF. The items in question are covered under a formal contract (which is between regional forces). Therefore the item price remains the same regardless of whether one unit is ordered or multiple, as unit prices were derived based on indicative annual volumes at the time of tender rather than on an order by order basis."
Services,./west-midlands.csv,Toxicology test,26.92,17.0,2015-12-01,"Standard alcohol test. The force is using the old Framework code 20TOXA1 which is equivalent to 01TOXA1. The items in question are covered under a formal contract (which is regional between forces). Therefore, the item price remains the same regardless of whether one unit is ordered or multiple, as unit prices were derived based on indicative annual volumes at the time of tender rather than on an order by order basis."
Services,./west-midlands.csv,Mobile phone examination,,,,Service provided in-house.
Services,./west-midlands.csv,Forensic stain analysis,110.00,1.0,2016-02-01,"The force is using the old framework code for this item. There is no equivalent pricing point under the old framework for Crime Stains as the described item code 01BF has been split into codes 20BF and 22BF. However, from 01 March 2016 this price will convert to joint codes 20BF-B1 plus 22BF-B1 for a total £85.56. The items in question are covered under a formal contract which is regional between forces. Therefore, the item price remains the same regardless of whether single or multiple items are purchased, as unit prices are based on indicative annual volumes at the time of tender rather than on an order by order basis."
Services,./west-midlands.csv,Credit report or search,1.35,1300.0,2015-11-01,"Information provided based on staff vetting reports for a unit price in accordance with the annual volume of transactions which the force falls into. As such, the force falls into the lowest price bracket (1,300 searches), meaning that the cost per check to the force is £1.35."
Services,./west-midlands.csv,Temporary staff administrator role,10.95,511.0,2015-09-29,Position reported in return is most aligned to description of staff-administrator role. Force wide temporary staff requirements.
Services,./west-midlands.csv,one-day car hire,13.63,20.0,2015-12-01,"The force has a formal contract whereby there is a fixed daily rate of £13.63. Given that the average hire time for the force is 20 days, this pricing methodology best meets the force's needs."
Services,./west-midlands.csv,30-day car hire,13.63,30.0,2015-12-01,"The force has a formal contract whereby there is a fixed daily rate of £13.63. Given that the average hire time for the force is 20 days, this pricing methodology best meets the force's needs."
Services,./west-midlands.csv,Ream of 500 sheets of white paper,1.93,100.0,2016-02-01,"Specification purchased: budget white A4 80GSM copier paper, box of 5 reams (5X500 sheets of paper). The force intends to move across to the new national police agreement for stationery when it is established later this year."
Services,./west-midlands.csv,Telephone interpreting inc. recording services (per minute),0.66,300.0,2016-02-01,"As per the national framework agreement, the service charge is £0.011 pence per second for all languages. Information on volumes provided on the basis of 5 hours last purchased."
Services,./west-midlands.csv,Face-to-face interpreting for 4 hours (half-day),124.00,4.0,2016-02-01,Pricing information based on the national police agreement (£31.00 per hour).
Services,./west-midlands.csv,Standard office cleaning (force average per m2 per year),,,,Service provided in-house.
Services,./west-midlands.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0193,127409.0,2016-01-01,"Volume shown for last recorded monthly usage across force. For clarity, the cost per kWh to the force is 1.93p. The items in question are covered under a formal contract (which is regional between forces). Therefore, the item price remains the same regardless of whether one unit is ordered or multiple, as unit prices were derived based on indicative annual volumes at the time of tender rather than on an order by order basis."
Services,./west-midlands.csv,Laptop purchase,616.99,1100.0,2016-02-15,Lower specifications than standard specifications described for comparison.
Services,./west-midlands.csv,Desktop purchase,277.00,80.0,2016-02-01,Lower specifications than standard specifications described for comparison.
Services,./west-midlands.csv,"PC monitor - 19"" or smaller (inc. cables)",,,,Not purchased.
Services,./west-midlands.csv,"PC monitor - 21"" or wider (inc. cables)",89.89,35.0,2016-02-12,Force specifications: IIYAMA B2280WSD-B1/22WIDE LCD
Services,./west-midlands.csv,Telephone call charges (per minute),0.005,,2016-02-01,"The force's contracted tariff for both local and national calls is .5 pence per minute. The force receives a consolidated bill (including line rental, provision of non-emergency number charges and external calls) on a quarterly basis from the supplier. Therefore, the charge remains the same regardless of the number of units purchased."
Services,./north-wales.csv,DNA test,17.00,297.0,2016-01-28,
Services,./north-wales.csv,Toxicology test,19.75,4.0,2015-12-15,Information provided for K110 Toxicology Kit.
Services,./north-wales.csv,Mobile phone examination,"1,500.00",1.0,2016-02-12,"Information provided for full examination of Apple iPhone 5 - ios 8.3 PIN Decryption only - The service was on an I phone 5 ios with encrypted data that included unlocking, decryption and investigation but the service was not under contract at the time and would have included a complicated search of several megabytes of encrypted data. The force has recently completed a regional tender for this service."
Services,./north-wales.csv,Forensic stain analysis,80.00,5.0,2016-01-31,
Services,./north-wales.csv,Credit report or search,1.25,5155.0,2014-12-23,Information provided for staff vetting reports. Criminal investigation credit reports cost £4.25 each.
Services,./north-wales.csv,Temporary staff administrator role,14.14,148.5,2016-02-02,"Costs based on Admin Assistant - scale 4 Administrative Post, HR Assistant, as an example including all statutory costs as well as rate paid."
Services,./north-wales.csv,one-day car hire,18.50,1.0,2016-02-11,Information provided for Ford Focus hire.
Services,./north-wales.csv,30-day car hire,11.00,31.0,2016-01-31,Information provided for Ford Focus Zetec vehicle hire.
Services,./north-wales.csv,Ream of 500 sheets of white paper,1.58,200.0,2016-01-14,
Services,./north-wales.csv,Telephone interpreting inc. recording services (per minute),0.66,1188.0,2016-01-28,Actual rate is £0.011 per second.
Services,./north-wales.csv,Face-to-face interpreting for 4 hours (half-day),124.00,118.75,2016-01-28,
Services,./north-wales.csv,Standard office cleaning (force average per m2 per year),11.87,56871.0,2015-07-31,Provision of cleaning service in-house is subject to a review. Information taken from the Estate Benchmarking Report for 2014/15.
Services,./north-wales.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0192,1815.0,2016-01-11,
Services,./north-wales.csv,Laptop purchase,563.10,4.0,2015-12-10,Low specifications Dell LAT E5550/5550 i5 4GB 500GB
Services,./north-wales.csv,Desktop purchase,351.13,7.0,2015-12-10,Low specifications Dell OPLEX 3020 MT i3 4GB 500GB
Services,./north-wales.csv,"PC monitor - 19"" or smaller (inc. cables)",90.26,7.0,2015-12-10,"Dell PROF P2014H LED monitor, black. Information provided for the force purchases of monitors size 19.5""."
Services,./north-wales.csv,"PC monitor - 21"" or wider (inc. cables)",193.57,10.0,2015-12-10,"Dell U/SHARP U24 12M VGA Mon. The force does not purchase monitors of this size. Information provided for purchases of monitors size 24""."
Services,./north-wales.csv,Telephone call charges (per minute),0.0085,,2016-01-14,Information on volumes not provided.
Services,./north-yorkshire.csv,DNA test,17.00,242.0,2016-02-18,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions."
Services,./north-yorkshire.csv,Toxicology test,29.90,8.0,2016-02-18,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions."
Services,./north-yorkshire.csv,Mobile phone examination,145.00,1.0,2016-02-01,Information provided for level 2 examination of one item only.
Services,./north-yorkshire.csv,Forensic stain analysis,50.00,1.0,2016-01-24,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions. The force's most recent purchase of level A1 tests cost £169.90 each."
Services,./north-yorkshire.csv,Credit report or search,1.10,1203.0,2015-11-13,Information provided for personal vetting reports.
Services,./north-yorkshire.csv,Temporary staff administrator role,11.74,37.0,2016-02-05,"Due to differing pay structures within the Yorkshire and Humber Region, information provided is based on a 'blended' average rate for the four Yorkshire and Humber Forces."
Services,./north-yorkshire.csv,one-day car hire,19.24,1.0,2016-02-22,Information provided for the hire of a Toyota vehicle matching description requested for comparison.
Services,./north-yorkshire.csv,30-day car hire,9.76,28.0,2016-02-27,Information based on invoice for one Hyundai vehicle hired for 28 days (no bills for 30 days) and matching description requested for comparison. 28 days' rental is the maximum billed period.
Services,./north-yorkshire.csv,Ream of 500 sheets of white paper,2.03,250.0,2016-02-05,
Services,./north-yorkshire.csv,Telephone interpreting inc. recording services (per minute),0.80,921.0,2016-01-31,
Services,./north-yorkshire.csv,Face-to-face interpreting for 4 hours (half-day),137.04,11.75,2016-02-08,National Register of Public Service Interpreters Call-Off List.
Services,./north-yorkshire.csv,Standard office cleaning (force average per m2 per year),15.03,39581.0,2015-12-18,Payments for standard office cleaning are made monthly based on the annual contract price. The average cost per m2 per annum can only be provided by dividing the annual figure by the size of the estate.
Services,./north-yorkshire.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0325,480905.0,2016-01-20,"Unable to provide a price specific to the force's headquarters, as billing is not detailed to location. Rates include climate change levy and vary from 2.865p to 3.798p per kWh dependent upon usage and sites. In addition, the force's HQ is primarily oil heated."
Services,./north-yorkshire.csv,Laptop purchase,519.33,6.0,2015-11-06,Standard specifications Latitude 5450BTX.
Services,./north-yorkshire.csv,Desktop purchase,545.00,110.0,2015-11-25,High specifications: x Optiplex mini tower 7020 - All specifications for purchasing desktops the same except 4gb Ram - 500Gb Sata drive - 3 year next Business day warranty.
Services,./north-yorkshire.csv,"PC monitor - 19"" or smaller (inc. cables)",,,,"The force does not purchase this size of monitors; it has moved to only 23"". "
Services,./north-yorkshire.csv,"PC monitor - 21"" or wider (inc. cables)",107.00,50.0,2016-02-15,"Dell Prof P2314H LED monitors purchased. The force does not purchase monitors of this size. Information provided for purchases of monitors size 23""."
Services,./north-yorkshire.csv,Telephone call charges (per minute),0.0046,89994.0,2016-02-01,"Estimated volume based on the last total time charged: 1499:54:35 = 18,114 calls."
Services,./surrey.csv,DNA test,18.21,1.0,2016-02-15,No information on volumes.
Services,./surrey.csv,Toxicology test,25.33,1.0,2016-02-15,Volume information not provided.
Services,./surrey.csv,Mobile phone examination,150.00,1.0,2016-02-01,Information provided for level 2 Sim card and Handset - standard examination (14 days). Volume information not provided. Fixed price for standard examination regardless of volumes.
Services,./surrey.csv,Forensic stain analysis,100.00,1.0,2016-02-15,Information on volumes not provided.
Services,./surrey.csv,Credit report or search,1.35,1.0,2015-11-01,Volume information not provided.
Services,./surrey.csv,Temporary staff administrator role,12.75,15.0,2016-02-01,General administrator costs.
Services,./surrey.csv,one-day car hire,19.79,1.0,2015-07-01, Rate excludes £2.50 collection / delivery charge each way.
Services,./surrey.csv,30-day car hire,12.25,4.0,2015-12-01,
Services,./surrey.csv,Ream of 500 sheets of white paper,2.37,250.0,2016-02-01,Basic paper 75g - Box of 5 reams price is £11.85 - fixed price not dependent on volumes.
Services,./surrey.csv,Telephone interpreting inc. recording services (per minute),0.68,,2016-02-01,Flat rate interpretation charge per minute. Information on volumes not provided.
Services,./surrey.csv,Face-to-face interpreting for 4 hours (half-day),120.00,2.0,2016-02-01,Add £23.00 booking fee per assignment. Information provided for 4 hours as daily minimum payment for 2 hours.
Services,./surrey.csv,Standard office cleaning (force average per m2 per year),17.22,38014.0,2016-02-01,"Annual cost information provided, calculated by dividing total cost by site area so may not be totally accurate. Total surface area is 38,014m2."
Services,./surrey.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0212,2743548.0,2016-01-31,Information on volumes based on annual consumption.
Services,./surrey.csv,Laptop purchase,465.88,10.0,2016-01-14,Standard specifications HP640 G1 i5 processor.
Services,./surrey.csv,Desktop purchase,439.15,12.0,2015-11-25,Standard specifications HP800 G2 i5 processor.
Services,./surrey.csv,"PC monitor - 19"" or smaller (inc. cables)",119.06,30.0,2016-01-14,Standard HP monitors.
Services,./surrey.csv,"PC monitor - 21"" or wider (inc. cables)",187.50,10.0,2015-11-25,"Standard HP Z24i. The force does not purchase monitors of this size. Information provided for purchases of monitors size 24""."
Services,./surrey.csv,Telephone call charges (per minute),,,,For telephone call charges the force has been on an Internet Protocol based system for the last 2 years so call charges are not available.
Services,./nottinghamshire.csv,DNA test,19.40,1.0,2015-09-30,Information provided for item code 07BFA1.
Services,./nottinghamshire.csv,Toxicology test,27.65,1.0,2016-01-28,Information provided for item code 01TOXA1.
Services,./nottinghamshire.csv,Mobile phone examination,16.66,1.0,2015-12-31,
Services,./nottinghamshire.csv,Forensic stain analysis,118.50,1.0,2016-01-15,
Services,./nottinghamshire.csv,Credit report or search,4.25,1.0,2015-11-01,Unit price is a flat rate for all types of credit reports.
Services,./nottinghamshire.csv,Temporary staff administrator role,8.45,881.75,2016-02-12,
Services,./nottinghamshire.csv,one-day car hire,24.79,1.0,2015-12-22,Rate includes £2.50 collection / delivery charge each way.
Services,./nottinghamshire.csv,30-day car hire,12.72,30.0,2015-05-13,Daily rate calculated to include £2.50 collection / delivery charge each way.
Services,./nottinghamshire.csv,Ream of 500 sheets of white paper,1.93,100.0,2016-02-06,
Services,./nottinghamshire.csv,Telephone interpreting inc. recording services (per minute),0.68,,2016-01-01,Information on volumes not provided.
Services,./nottinghamshire.csv,Face-to-face interpreting for 4 hours (half-day),151.40,,2015-12-07,Information on volumes not provided.
Services,./nottinghamshire.csv,Standard office cleaning (force average per m2 per year),9.64,62699.0,2016-02-01,
Services,./nottinghamshire.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",,,,The force's headquarters do not use gas supply services.
Services,./nottinghamshire.csv,Laptop purchase,520.00,40.0,2016-01-01,"Standard specifications - not touchscreen, not 5-year warranty."
Services,./nottinghamshire.csv,Desktop purchase,530.00,20.0,2014-10-01,"Medium specifications but 320 gb, no SSD, 3-year warranty."
Services,./nottinghamshire.csv,"PC monitor - 19"" or smaller (inc. cables)",112.00,30.0,2015-07-24,
Services,./nottinghamshire.csv,"PC monitor - 21"" or wider (inc. cables)",122.00,20.0,2014-07-02,
Services,./nottinghamshire.csv,Telephone call charges (per minute),0.01,,2016-02-25,Figure taken from the framework contract RM1045. The force cannot provide a breakdown of information as requested due to the large number of complex activities being undertaken.
Services,./northamptonshire.csv,DNA test,19.40,1.0,2016-02-01,
Services,./northamptonshire.csv,Toxicology test,27.65,1.0,2016-02-01,
Services,./northamptonshire.csv,Mobile phone examination,,,,"Service provided in-house and the force uses external services bespoke to device requirements. The requirement varies with make and model of phone, version running and user settings. These determine how the force examines and costs will range from £15 to £1,800. The force buys licences for required software and use its own hardware."
Services,./northamptonshire.csv,Forensic stain analysis,118.50,1.0,2016-02-01,
Services,./northamptonshire.csv,Credit report or search,4.25,1.0,2016-02-01,Unit price is a flat rate for all types of credit reports.
Services,./northamptonshire.csv,Temporary staff administrator role,9.60,1.0,2016-02-01,
Services,./northamptonshire.csv,one-day car hire,24.79,1.0,2016-02-23,Rate includes £2.50 collection / delivery charge each way.
Services,./northamptonshire.csv,30-day car hire,12.72,30.0,2016-02-29,Daily rate calculated to include £2.50 collection / delivery charge each way.
Services,./northamptonshire.csv,Ream of 500 sheets of white paper,1.93,100.0,2016-02-06,
Services,./northamptonshire.csv,Telephone interpreting inc. recording services (per minute),0.68,500.0,2016-01-01,
Services,./northamptonshire.csv,Face-to-face interpreting for 4 hours (half-day),151.40,,,Information on volumes not provided.
Services,./northamptonshire.csv,Standard office cleaning (force average per m2 per year),9.57,40353.0,2016-02-01,
Services,./northamptonshire.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.06,7000000.0,2015-02-01,Information provided based on annual volume estimate for 2014/2015.
Services,./northamptonshire.csv,Laptop purchase,904.05,25.0,2016-01-31,ThinkPad S1 Yoga 20DKCTO1WW
Services,./northamptonshire.csv,Desktop purchase,548.00,20.0,2015-04-01,
Services,./northamptonshire.csv,"PC monitor - 19"" or smaller (inc. cables)",101.40,30.0,2015-04-01,Dell professional P1914S standard LED monitor VGA DVi / DP(12801024 Black UK) 3yrs warranty
Services,./northamptonshire.csv,"PC monitor - 21"" or wider (inc. cables)",,,,The force does not purchase monitors of this size.
Services,./northamptonshire.csv,Telephone call charges (per minute),0.01,,2016-02-25,Land line calls via collaborative framework RM1045 Telephony.
Services,./derbyshire.csv,DNA test,19.40,231.0,2016-02-15,"East Midlands Forensics do not recognise the 24BF code description of the item for comparison, but think this will be the local equivalent code 07BFA1."
Services,./derbyshire.csv,Toxicology test,27.65,1.0,2016-02-26,"East Midlands Forensics do not recognise the 24BF code description of the item for comparison, but think this will be the local equivalent code 01TOXA1 Alcohol analysis."
Services,./derbyshire.csv,Mobile phone examination,,,,Item not purchased. This is a service that is provided in-house for the region. The East Midlands Region has a shared special operations unit which provides the service to the East Midlands forces. The force contributes to the cost of the unit and gets its share of the services provided.
Services,./derbyshire.csv,Forensic stain analysis,118.50,31.0,2016-02-15,"East Midlands Forensics do not recognise the 24BF code description of the item for comparison, but think this will be the local equivalent code 01BFA1 DNA Standard."
Services,./derbyshire.csv,Credit report or search,1.10,1.0,2016-02-26,"Information provided for staff vetting reports. Information on volumes not provided. Crime management and supplier evaluation credit searches cost £4.25 each. Checks are ordered daily as needed, so quantities vary. The force pays a fee for reports at the start of the contractual period and adjusts as necessary at the end of the year. The force does not have invoices for each enquiry as this would be administratively burdensome."
Services,./derbyshire.csv,Temporary staff administrator role,12.27,31.0,2016-01-08,"Hourly rate for admin temp staff is £12.27 which includes Pay, Holiday Pay, Pension Charge, Employers NI and Management Fee."
Services,./derbyshire.csv,one-day car hire,24.79,2.0,2016-02-17,The force uses a collaborative framework. Rate includes one-off £2.50 Collection / Delivery charge each way.
Services,./derbyshire.csv,30-day car hire,12.72,30.0,2016-02-17,Information provided based on the latest invoice for 30-day car hire of 19 vehicles using a collaborative framework. Daily rate calculated to include £2.50 Collection / Delivery charge each way.
Services,./derbyshire.csv,Ream of 500 sheets of white paper,1.93,25.0,2015-12-31,The force buys budget paper A4 80gsm at £9.65 a box of 5 reams. This is ordered regularly and is a contracted price. Typical orders can be for 10 or 20 boxes depending on the size of the delivery location.
Services,./derbyshire.csv,Telephone interpreting inc. recording services (per minute),0.68,,2016-01-01,Information provided on the basis of the latest consolidated bill of both telephone and face-to-face interpreting services totalling 363.18 hours.
Services,./derbyshire.csv,Face-to-face interpreting for 4 hours (half-day),151.40,4.0,2016-01-01,"Information provided on the basis of the latest consolidated bill of both telephone and face-to-face interpreting services totalling 363.18 hours. The hourly rate is £37.85, 8am to 8pm, £48.40 during evenings and bank holidays."
Services,./derbyshire.csv,Standard office cleaning (force average per m2 per year),9.64,1.0,2016-02-26,Rate paid in 2015-16.
Services,./derbyshire.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0185,673598.0,2016-01-01,Billing is consolidated. Information provided on the basis of the most recent invoice.
Services,./derbyshire.csv,Laptop purchase,612.25,9.0,2016-02-02,Dell E5450 with 500GB standard rotary Hard Drive without bit locker.
Services,./derbyshire.csv,Desktop purchase,512.13,1.0,2016-01-26,Medium specifications except 500GB Rotary HD and not bit locker. Dell 7020 desktop.
Services,./derbyshire.csv,"PC monitor - 19"" or smaller (inc. cables)",98.87,1.0,2016-01-25,Dell
Services,./derbyshire.csv,"PC monitor - 21"" or wider (inc. cables)",105.47,300.0,2015-09-24,"Information provided for the most recent purchase (not force standard) of control room monitors, size 24""."
Services,./derbyshire.csv,Telephone call charges (per minute),0.005,66072.0,2016-02-26,New Regional Contract. Monthly volume information provided.
Services,./west-yorkshire.csv,DNA test,17.00,726.0,2016-02-18,Prices relate to roughly comparable items (there may be slight differences in the product specification when compared to the National framework).
Services,./west-yorkshire.csv,Toxicology test,29.90,8.0,2016-02-18,Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework).
Services,./west-yorkshire.csv,Mobile phone examination,98.00,1.0,2016-01-28,Information provided for level 1 examination.
Services,./west-yorkshire.csv,Forensic stain analysis,50.00,,2015-12-22,Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). The force most recently purchased 44 level A1 tests which cost £169.90 each.
Services,./west-yorkshire.csv,Credit report or search,1.10,1529.0,2015-11-13,Information provided for personal vetting reports.
Services,./west-yorkshire.csv,Temporary staff administrator role,11.74,37.0,2016-02-12,"Due to differing pay structures within the Yorkshire and Humber Region, information provided is based on a 'blended' average rate for the four Yorkshire and Humber Forces."
Services,./west-yorkshire.csv,one-day car hire,19.79,1.0,2016-01-26,Information provided for Group D Vehicle (Ford Focus or similar) hire.
Services,./west-yorkshire.csv,30-day car hire,11.40,28.0,2015-11-17,Information provided for Group D Vehicle (Ford Focus or similar) hire for 28 days (no bills for 30 days - 28 days' rental is maximum billed in period).
Services,./west-yorkshire.csv,Ream of 500 sheets of white paper,2.03,50.0,2016-02-18,
Services,./west-yorkshire.csv,Telephone interpreting inc. recording services (per minute),0.66,15.0,2016-02-02,Estimated time based on 910 seconds' duration of service most recently purchased. Actual rate for the service is £0.011 per second.
Services,./west-yorkshire.csv,Face-to-face interpreting for 4 hours (half-day),124.00,4.0,2016-03-04,Pricing information based on tier 1 interpreter service at £31.00 per hour. One-hour minimum charge is followed by a rate per minute calculated pro-rata. No travel or expenses are charged for.
Services,./west-yorkshire.csv,Standard office cleaning (force average per m2 per year),14.62,131844.0,2016-02-11,"Information provided for annual cost divided by 131,844m2 total estate area. Payments for standard office cleaning are made monthly based on the annual contract price. The average cost per m2 can only be provided by dividing the annual figure by the total size of the estate."
Services,./west-yorkshire.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0286,154561.0,2016-02-09,"The force has two meters at the main HQ, with different costs per kWh. Information provided includes rate based on costs of annual consumption on meter 2 (high usage at 2.2859p/kWh). Based on annual consumption of 43,814 kWh on meter 1(medium usage) the rate would be £0.03139 p per kWh."
Services,./west-yorkshire.csv,Laptop purchase,725.00,100.0,2016-02-24,NFC43 Lenovo Laptop ThinkPad S1 Yoga.
Services,./west-yorkshire.csv,Desktop purchase,355.00,100.0,2016-02-09,HP Prodesk 600 G2 SFF – NFC 43.
Services,./west-yorkshire.csv,"PC monitor - 19"" or smaller (inc. cables)",114.92,150.0,2016-01-18,
Services,./west-yorkshire.csv,"PC monitor - 21"" or wider (inc. cables)",169.37,200.0,2016-01-13,The force does not purchase monitors of this size. Information provided for the purchase of 24-inch monitors.
Services,./west-yorkshire.csv,Telephone call charges (per minute),0.0046,,2016-01-01,Information on volumes not provided.
Services,./wiltshire.csv,DNA test,17.00,3023.0,2016-02-18,
Services,./wiltshire.csv,Toxicology test,28.15,72.0,2016-02-19,
Services,./wiltshire.csv,Mobile phone examination,,,,Service currently provided in-house. The force has recently completed a regional tender for this service.
Services,./wiltshire.csv,Forensic stain analysis,87.30,1.0,2016-02-18,
Services,./wiltshire.csv,Credit report or search,1.10,1.0,2016-02-15,
Services,./wiltshire.csv,Temporary staff administrator role,12.03,242.0,2016-02-15,"Regional mini-competition under the collaborative framework has now been awarded, with the new contract to commence in April 2016."
Services,./wiltshire.csv,one-day car hire,19.79,2.0,2016-02-16, Rate excludes £2.50 collection / delivery charge each way.
Services,./wiltshire.csv,30-day car hire,12.25,84.0,2014-12-22,Service not purchased in the last 12 months. Indicative price shown if the service was used as per other forces in the South West Region.
Services,./wiltshire.csv,Ream of 500 sheets of white paper,1.90,25.0,2016-01-31,"Budget Paper A4 75g White. The force will move to the new national office supplies contract in June 2016, following the mini competition under the Crown Commercial Service framework RM3703."
Services,./wiltshire.csv,Telephone interpreting inc. recording services (per minute),0.68,45.0,2016-02-23,
Services,./wiltshire.csv,Face-to-face interpreting for 4 hours (half-day),120.00,4.0,2016-02-19,A registered list of translators from the National Register of Public Service Interpreters are used.
Services,./wiltshire.csv,Standard office cleaning (force average per m2 per year),11.96,19221.0,2015-04-01,"Price provided is per m2 per annum, or £0.046 per m2 per day."
Services,./wiltshire.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.019,1218436.0,2016-01-01,Information on volumes based on annual consumption.
Services,./wiltshire.csv,Laptop purchase,779.00,147.0,2016-01-11,"Laptops purchased through Wiltshire Council as part of the IT shared service. Force has high specifications: Dell E6440, Intel Core i5-4210M 2.6Ghz Processor, 14"" HD Anti-glare LED display, Control vault with Smartcard reader, Webcam and Microphone, 4GB DDR3L 1600Mhz memory, 256GB Mobility Solid State Drive, 8xDVD/RW Drive, 802.11n, Bluetooth, Dell Wireless 5570 WWAN Card, 9-Cell Li-ion Battery, Windows 7 Professional (64-bit), 5 year NBD warranty. High specifications deployed as part of the agile working programme in Wiltshire, where desktops have been removed and laptops with docking stations deployed."
Services,./wiltshire.csv,Desktop purchase,505.00,22.0,2015-12-16,Desktops purchased through Wiltshire Council as part of the IT shared service. - Model is Dell 7020 SFF
Services,./wiltshire.csv,"PC monitor - 19"" or smaller (inc. cables)",122.00,5.0,2015-12-11,Purchased through Wiltshire Council as part of the IT shared service. Model is Dell P1913
Services,./wiltshire.csv,"PC monitor - 21"" or wider (inc. cables)",135.00,5.0,2016-02-24,"Purchased through Wiltshire Council as part of the IT shared service. Model: Dell P2314H. The force does not purchase monitors of this size. Information provided for purchases of monitors size 23""."
Services,./wiltshire.csv,Telephone call charges (per minute),0.0049,668000.0,2016-01-01,Annual volume.
Services,./northumbria.csv,DNA test,17.00,1024.0,2016-01-04,The unit price given is not for the item described but the force's equivalent. Forces in the North East Region do not use the same National Framework Specification Code.
Services,./northumbria.csv,Toxicology test,29.90,10.0,2016-01-04,Information provided based on the force's equivalent of code for this item. Police forces in the North East Region do not use the National Framework Specification Code.
Services,./northumbria.csv,Mobile phone examination,,,,The force does not procure this service which is provided in-house.
Services,./northumbria.csv,Forensic stain analysis,99.00,86.0,2016-01-04,The force does not use the item code specified. Information provided for an equivalent service which includes both item codes 22BF-1-B1 and 20BF-1-B1 for national forensic products. A price of £50 is available under the contract for the equivalent service to the code 22BF-1-B1 but this has not been part of the recent purchase.
Services,./northumbria.csv,Credit report or search,1.10,1366.0,2015-10-31,Service charged on an annual basis.
Services,./northumbria.csv,Temporary staff administrator role,,,,The Force has no record of procuring any temporary administrator staff from a recruitment agency over the previous 12 months. Requirements for temporary administrator roles would go through normal recruitment process and be advertised as short term contracts.
Services,./northumbria.csv,one-day car hire,18.00,1.0,2015-11-23,Information provided for hire of a VM Golf Match 1.6 TDI.
Services,./northumbria.csv,30-day car hire,,,,The Force has no record of hiring any vehicle for a period of 30 days or more.
Services,./northumbria.csv,Ream of 500 sheets of white paper,1.93,20.0,2016-01-28,80gsm Budget Paper.
Services,./northumbria.csv,Telephone interpreting inc. recording services (per minute),0.68,5.0,2015-11-04,Information provided for last service call.
Services,./northumbria.csv,Face-to-face interpreting for 4 hours (half-day),112.00,2.8,2015-10-29,The price charged is £28.00 per hour and the total price paid for the time stated was £79.33.
Services,./northumbria.csv,Standard office cleaning (force average per m2 per year),,,,"The force does not procure this service, which is provided in-house."
Services,./northumbria.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0211,19107.0,2016-01-29,
Services,./northumbria.csv,Laptop purchase,550.67,1.0,2015-11-02,"Low / Local specification: Core i3 -4000m 2.4GH 3MB, 4GB DDR3-1600, DVD, HDD SATA, Intel Wireless N7260, 15.6"" HD Compound LED, Sierra Wireless EM7305, Digital Array MIC, TPM Module, Smart Card Slot, Country Kit, 2 Pin AC Adapter, 6 Cell Battery, Window 8.1."
Services,./northumbria.csv,Desktop purchase,434.33,30.0,2015-03-23,"The force's specifications are below the medium specifications described for comparison. The force's specifications are: Core i3 -4160, 4GB DDR3 - 1600, DIMM, SSD Sata III 128GB, 2.5 Sound State Drive with SATA 6GD/S Interface with TPMClips with 5 yrs NBD response warranty."
Services,./northumbria.csv,"PC monitor - 19"" or smaller (inc. cables)",,,,The Force does not purchase this size of monitors.
