Type,Force,Category,Price per item (GBP),Number of items,Purchase date,Additional information
Services,humberside,one-day car hire,19.79,1,26/02/16,Information provided for Group D manual 1 to 2 day vehicle hire (Saloon manual). Rate excludes ?2.50 collection / delivery charge each way.
Services,humberside,30-day car hire,11.4,28,08/12/15,Information provided for Group D (Ford Focus or similar) hire for 28 days (no bills for 30 days - 28 days' rental is maximum billed in period).
Services,humberside,Ream of 500 sheets of white paper,2.03,100,31/01/16,Volume information based on purchase of 20 boxes of 5 reams.
Services,humberside,Telephone interpreting inc. recording services (per minute),0.66,10,01/01/16,Estimated volume calculated on basis of last service time: 558 seconds. Actual rate for the service is ?0.011 per second.
Services,humberside,Face-to-face interpreting for 4 hours (half-day),124,4,04/03/16,Pricing information based on tier 1 interpreter service at ?31.00 per hour. One-hour minimum charge is followed by a rate per minute calculated pro-rata. No travel or expenses are charged for.
Services,humberside,Standard office cleaning (force average per m2 per year),13.8,78888,21/01/16,"Information provided for annual cost divided by 78,888m2 total estate area. Payments for standard office cleaning are made monthly based on the annual contract price - the average cost per m2 can only be provided by dividing the annual figure by the total size of the estate."
Services,humberside,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.0304,,08/02/16,"Because of the many variables involved in calculating the rate, the 2015/16 annual figures have been used."
Services,humberside,Laptop purchase,680.84,250,08/12/15,"Force specifications: Yoga Business 12.5"" YOGA12CTO. Joint purchase between Humberside and South Yorkshire Police - total order quantity 500 x Lenovo Yoga 12""."
Services,humberside,Desktop purchase,285.62,230,08/12/15,"Joint purchase between Humberside and South Yorkshire Police - total order quantity 460 desktops, HP 705 G1"
Services,humberside,"PC monitor - 19"" or smaller (inc. cables)",,,,No purchase for the last 12 months.
Services,humberside,"PC monitor - 21"" or wider (inc. cables)",76.5,180,08/12/15,Joint purchase between Humberside and South Yorkshire Police. Total order quantity 360.
Services,humberside,Telephone call charges (per minute),0.0046,87271,01/01/16,"Estimated volume based on the last total time charged: 1454 hours, 30 mins, 41 sec - for 30,983 calls."
Services,thames-valley,DNA test,18.21,1,10/11/15,
Services,thames-valley,Toxicology test,27.4,1,05/11/15,
Services,thames-valley,Mobile phone examination,125,1,01/11/15,
Services,thames-valley,Forensic stain analysis,,,,"Information provided for a re-test which cost ?20, not comparable with other purchases of this item."
Services,thames-valley,Credit report or search,1.1,1,01/11/15,Information provided for vetting reports only. Crime management and Supplier Evaluation reports cost ?4.25 each.
Services,thames-valley,Temporary staff administrator role,9.04,37,30/11/15,Full charge hourly rate.
Services,thames-valley,one-day car hire,19.79,2,01/11/15,Rate excludes ?2.50 collection / delivery charge each way.
Services,thames-valley,30-day car hire,12.55,28,01/02/16,
Services,thames-valley,Ream of 500 sheets of white paper,1.75,20,01/11/15,
Services,thames-valley,Telephone interpreting inc. recording services (per minute),0.68,10,01/11/15,
Services,thames-valley,Face-to-face interpreting for 4 hours (half-day),80,4,01/11/15,
Services,thames-valley,Standard office cleaning (force average per m2 per year),7.6,30000,01/12/15,
Services,thames-valley,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.018,12000,01/12/15,
Services,thames-valley,Laptop purchase,470.25,500,01/11/15,500gb
Services,thames-valley,Desktop purchase,314.46,1,01/11/15,"Medium specifications 500gb with an i3 - 3 year warranty included along with VGA, dongle and cable Desktop PC."
Services,thames-valley,"PC monitor - 19"" or smaller (inc. cables)",125,1,01/11/15,
Services,thames-valley,"PC monitor - 21"" or wider (inc. cables)",130,1,01/11/15,
Services,thames-valley,Telephone call charges (per minute),,,01/11/15,Bundled cost from network provided where voice services are bundled in overall data bundle costs.
Services,lincolnshire,DNA test,19.4,143,15/02/16,Item reference detailed as 07BF A1 - Band A. The current contract expires on 02 August 2016.
Services,lincolnshire,Toxicology test,27.65,345,26/02/16,Item code 01TOX A1 - alcohol - band A. Current contract expires on 02 August 2016.
Services,lincolnshire,Mobile phone examination,,,,This service is provided in-house and therefore not outsourced.
Services,lincolnshire,Forensic stain analysis,118.5,1,26/02/16,"There is no direct match for the described item used by this force under the National Forensics Framework. Information provided for the closest equivalent item code 10BFA1 used by the force, which is for DNA profiling only, after an examination has taken place (however, this does not appear as an option for crime stains) although 22BF applies to both intelligence and casework stains so is also part of code 01BF purchased from the supplier for ?118.50, and code 02BF for ?165.00."
Services,lincolnshire,Credit report or search,1.1,1907,26/02/16,"Annual contracted volume of staff vetting reports based on 60,000 - 80,000 transactions. The force has monthly updates on usage and endeavours to stay within the contracted allowance per year: 1,907 vetting and 10,033 Crime management and Supplier Evaluation reports. Last purchase order quantity and date unknown as this is used on an on-going basis. The current contract expires on 31 October 2016."
Services,lincolnshire,Temporary staff administrator role,12.52,95.5,29/01/16,Information provided for administrator grade F (grade E ?11.27). The current contract expires on 30 September 2016.
Services,lincolnshire,one-day car hire,18,1,25/11/15,Information provided for hire of a Vauxhall Astra SRI CDTI S/S. Service used on an ongoing basis.
Services,lincolnshire,30-day car hire,12.5,28,29/12/15,Information provided for Volkswagen Golf Match hire. Service used on an ongoing basis.
Services,lincolnshire,Ream of 500 sheets of white paper,1.93,10,16/02/16,Minimum order quantity is 1 box of 5 reams at ?9.65 per box. Budget white A4 80gsm copier paper.
Services,lincolnshire,Telephone interpreting inc. recording services (per minute),0.7,23,01/02/16,Billing calculated per minute. Service ordered on an ongoing basis.
Services,lincolnshire,Face-to-face interpreting for 4 hours (half-day),173,4,29/01/16,"Rate fixed at ?43.25 per hour. Billing is per hour. Service ordered on an ongoing, daily basis. The force pays for the service in one-hour minimum increments so if the job was between 3-4 hours it would be charged the full 4 hours."
Services,lincolnshire,Standard office cleaning (force average per m2 per year),11.1,29392,01/12/14,"Cleaning services undertaken across 47 sites across the county on an ongoing basis. Total surface area excluding custody suites is approximately 29,392m2."
Services,lincolnshire,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.0189,1949010,01/04/15,"Different rates charged across 22 properties - the highest is 1.9329p, the lowest 1.8581p per kWh. Current contract expires 31 March 2016 but is being renewed. Service used on an as required, ongoing basis."
Services,lincolnshire,Laptop purchase,470.74,1,26/02/16,"Standard specifications I5, 4GB RAM, 500 GB HDD, Wifi, Standard Screen, no WWAN."
Services,lincolnshire,Desktop purchase,377.94,1,26/02/16,"Low specifications i3, 4GB RAM, 500GB HDD"
Services,lincolnshire,"PC monitor - 19"" or smaller (inc. cables)",119.37,10,22/02/16,
Services,lincolnshire,"PC monitor - 21"" or wider (inc. cables)",139.47,8,11/11/15,"The force does not purchase monitors of this size. Information provided for purchases of monitors size 24""."
Services,lincolnshire,Telephone call charges (per minute),0.0085,2151,26/02/16,Service used on an ongoing basis.
Services,south-yorkshire,DNA test,17,372,18/02/16,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions."
Services,south-yorkshire,Toxicology test,29.9,9,01/02/16,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions."
Services,south-yorkshire,Mobile phone examination,145,2,29/01/16,Information provided for level 2 examination.
Services,south-yorkshire,Forensic stain analysis,50,1,11/01/16,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions. The force's most recent purchase of 25 level A1 tests cost ?169.90 each."
Services,south-yorkshire,Credit report or search,1.1,567,13/11/15,Information provided for personal vetting reports.
Services,south-yorkshire,Temporary staff administrator role,11.74,37,01/02/16,"Due to differing pay structures within the Yorkshire and Humber Region, information provided is based on a 'blended' average rate for the four Yorkshire and Humber Forces."
Services,south-yorkshire,one-day car hire,19.79,1,22/01/16,Information provided for Group D Vehicle (Ford Focus or similar) hire. Rate excludes ?2.50 collection / delivery charge each way.
Services,south-yorkshire,30-day car hire,11.4,28,22/12/15,Information provided for Group D vehicle 28-day hire (no bills for 30 days - 28 days' rental is maximum billed in period).
Services,south-yorkshire,Ream of 500 sheets of white paper,2.03,100,01/02/16,
Services,south-yorkshire,Telephone interpreting inc. recording services (per minute),0.66,21,01/01/16,"Information on volumes estimated on the basis of a total time of 1,234 seconds used at ?0.011 per second."
Services,south-yorkshire,Face-to-face interpreting for 4 hours (half-day),124,2.5,01/01/16,Pricing information based on tier 1 interpreter service at ?31.00 per hour. One-hour minimum charge is followed by a rate per minute calculated pro-rata. No travel or expenses are charged for.
Services,south-yorkshire,Standard office cleaning (force average per m2 per year),,,,Service provided in-house.
Services,south-yorkshire,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.0292,,01/04/15,"Because of the many variables involved in calculating the rate, the 2015/16 annual figures have been used."
Services,south-yorkshire,Laptop purchase,680.84,250,01/11/15,"Force specifications: Yoga Business 12.5"" YOGA12CTO. Joint purchase between Humberside and South Yorkshire Police - total order quantity 500 x Lenovo Yoga 12."
Services,south-yorkshire,Desktop purchase,285.62,230,01/11/15,"Joint purchase between Humberside and South Yorkshire Police - total order quantity 460 desktops, HP 705 G1"
Services,south-yorkshire,"PC monitor - 19"" or smaller (inc. cables)",,,,No purchase for the last 12 months.
Services,south-yorkshire,"PC monitor - 21"" or wider (inc. cables)",76.5,180,01/12/15,Joint purchase between Humberside and South Yorkshire Police. Total order quantity 360.
Services,south-yorkshire,Telephone call charges (per minute),0.0046,6442,01/01/16,Estimated volume based on the last total time charged: 107 hours 21 minutes and 25 seconds.
Services,avon-and-somerset,DNA test,17,1400,15/02/16,Full specification used for comparison is: 24BFA1 under Lot 201 (Police and Criminal Evidence Act).
Services,avon-and-somerset,Toxicology test,28.15,5,15/02/16,Full specification used for comparison of item code 20TOXS1A1 under Lot 211 (Toxicology). Purchases are made from two suppliers as per West Coast consortium agreement.
Services,avon-and-somerset,Mobile phone examination,110,74,01/03/16,"The force has recently completed a regional tender for this service, reducing cost."
Services,avon-and-somerset,Forensic stain analysis,85.54,30,15/02/16,"Full specification used for comparison of item code 22BFS1B1 under Lot 202 (Crime Scene Stain), which is purchased from two suppliers as directed by West Coast forensics collaboration. Price agreed with the other supplier is ?110.00."
Services,avon-and-somerset,Credit report or search,6.27,5000,31/01/16,"The force pays an annual charge for an allowance of 5,000 credit searches, paid monthly. The January total purchase amounted to ?3,377.92, including ?2,873.75 for personal credit checks only. The contract includes a carryover clause in the event of use below contracted volumes. Purchases are not itemised."
Services,avon-and-somerset,Temporary staff administrator role,11.8,8560,01/02/16,"Information provided for administrative assistant and annual volume, equating to an average 713 hours per month, so around 3.5 FTE each month. The force operates a Managed Service under a Neutral Vendor model engaged through a collaborative Framework. There is no single agency fee percentage. Job roles have been graded and attract a specific monetary value as a mark up plus a booking fee."
Services,avon-and-somerset,one-day car hire,18,1,23/01/16,"Information provided for manual Ford Focus M3 group. Price is for vehicle hire only, excludes delivery, insurance etc."
Services,avon-and-somerset,30-day car hire,13,120,08/10/15,"Information provided for Manual Ford Focus M3 group hire. Price is for vehicle hire only, excludes delivery, insurance etc, and for the first 28 days, then ?11.50 per day onwards."
Services,avon-and-somerset,Ream of 500 sheets of white paper,1.7,50,17/02/16,Steinbeis Classic A4 80G (recycled): 'brown' paper with substantial sustainability benefits.
Services,avon-and-somerset,Telephone interpreting inc. recording services (per minute),0.68,6,16/02/16,"Information provided on the basis of the last monthly invoice which was for a total of 3,682 minutes in January 2016. A yearly limit order is raised to cover costs which are calculated on a monthly basis and the annual amount is called off from the yearly purchase order."
Services,avon-and-somerset,Face-to-face interpreting for 4 hours (half-day),120,2,17/02/16,"There is a minimum fee of ?60 which nominally covers 2 hours excluding expenses. Any expenses incurred will be offset if service time is less than 2 hours, Mon-Fri 06:00-22:00. The force with the rest of the South West region has approached various providers listed in the national register of public service interpreters in this region. The National Register of Public Service Interpreters is the UK's independent voluntary regulator of professional interpreters specialising in public service. We have worked to reduce the fees charged by interpreters and develop a standard operating procedure which all forces now adopt."
Services,avon-and-somerset,Standard office cleaning (force average per m2 per year),17.69,23108,,"The price quoted is an average across the force headquarters site and is part of a bundle of services, provided as an annual contracted rate for a net surface of 18,003m2. The contract operates on fixed costs and includes operating costs; management fee; provision of all consumables e.g. paper towel, toilet paper, cleaning fluids etc. There is also catering provided on site (non-subsidised) and a management fee, adding to the difficulty of extracting cleaning costs from the service bundle. The force has differential rates based on a variety of factors for different areas and levels of cleaning required."
Services,avon-and-somerset,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.0184,10672747,31/03/16,Information on volumes based on annual consumption. Service procured through the Crown Commercial Service Framework. Rate is for the cost of gas only and excludes daily charges and non energy variable costs. Gas is bought on a flexible basis during the supply period and hence the final cost of the gas is only known at the end of the supply period. Price given is an average for the April-September 2015 period only.
Services,avon-and-somerset,Laptop purchase,600,2,11/12/15,Standard specifications laptop procured.
Services,avon-and-somerset,Desktop purchase,450,10,02/11/15,Low specifications desktops purchased. The force rarely buys medium specifications and never high specifications desktops.
Services,avon-and-somerset,"PC monitor - 19"" or smaller (inc. cables)",85.38,1,17/09/15,Price given includes DVI adaptor & cable which are purchased separately.
Services,avon-and-somerset,"PC monitor - 21"" or wider (inc. cables)",92.1,1,10/12/15,Price includes ?7.10 for DVI adaptor & cables which are purchased separately.
Services,avon-and-somerset,Telephone call charges (per minute),0.01,,,
Services,cumbria,DNA test,17,10,02/03/16,
Services,cumbria,Toxicology test,35,10,02/03/16,
Services,cumbria,Mobile phone examination,,,,Service provided in-house.
Services,cumbria,Forensic stain analysis,87.5,2,28/01/16,
Services,cumbria,Credit report or search,1.1,671,01/11/15,"Information provided for staff vetting reports. Crime management and supplier evaluation credit searches cost ?4.25 each (volume 3,200), included in a 12-month bundle."
Services,cumbria,Temporary staff administrator role,13.71,37,22/02/16,Hourly rate equates salary scale point for the admin clerical position that the temp staff is covering. The constabulary uses the MSTAR 2 agreement.
Services,cumbria,one-day car hire,21.2,2,16/02/16,The force procures individual one- to two-day vehicle hire and also 30+ days' vehicle hire.
Services,cumbria,30-day car hire,14.25,90,11/01/16,
Services,cumbria,Ream of 500 sheets of white paper,1.68,200,10/02/16,
Services,cumbria,Telephone interpreting inc. recording services (per minute),0.66,,25/11/15,Information on volumes not provided.
Services,cumbria,Face-to-face interpreting for 4 hours (half-day),,,25/11/15,Basic rate varies between ?24 and ?71 per hour (so ?96 to ?284 for four hours). No purchase information provided.
Services,cumbria,Standard office cleaning (force average per m2 per year),10.58,21322,01/01/16,Information provided is monthly rate based on total volume.
Services,cumbria,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",,,,Gas is purchased by the force via a basket of both hourly and half hourly rates via the Yorkshire Police contract through the council.
Services,cumbria,Laptop purchase,760,10,03/08/15,Local specifications - Dell Laptop PC.
Services,cumbria,Desktop purchase,441,130,04/01/16,High specifications Dell small factor
Services,cumbria,"PC monitor - 19"" or smaller (inc. cables)",99,130,04/01/16,"Information provided for the force's standard size of monitors: 19.5""."
Services,cumbria,"PC monitor - 21"" or wider (inc. cables)",120,50,04/01/16,"The force does not purchase monitors of this size. Information provided for purchases of monitors size 24""."
Services,cumbria,Telephone call charges (per minute),0.0075,,16/02/16,"Information on volumes not provided. Average monthly purchase of this service: ?5,000."
Services,dyfed-powys,DNA test,17,1,09/02/16,"Police and Criminal Evidence Act DNA test samples: 3,300 a year. Information on volumes from the most recent purchase not provided."
Services,dyfed-powys,Toxicology test,28.15,1,12/02/16,"Volume information not provided. It is difficult to provide 20TOX A1 figures, as these relate to some cases on the force's databases which are listed case-by-case. The drink driving tests are submitted direct from the stations and recorded on the databases."
Services,dyfed-powys,Mobile phone examination,79,1,21/12/15,Information on volumes purchased not provided.
Services,dyfed-powys,Forensic stain analysis,79.8,1,09/02/16,"Information provided for item code Crime Stain 22BF B1 start point 288/2013, 229/2014, 343/2015. Information on volumes not provided."
Services,dyfed-powys,Credit report or search,4.25,250,13/11/15,Information provided on the basis of annual volume and flat rate. The force has an annual contract rate which includes all requirements and is capped at 250 searches.
Services,dyfed-powys,Temporary staff administrator role,13,148,31/12/15,
Services,dyfed-powys,one-day car hire,18.5,1,26/02/16,
Services,dyfed-powys,30-day car hire,,,,The force does not hire vehicles for this period of time.
Services,dyfed-powys,Ream of 500 sheets of white paper,1.45,150,15/02/16,
Services,dyfed-powys,Telephone interpreting inc. recording services (per minute),0.68,1081,31/12/15,
Services,dyfed-powys,Face-to-face interpreting for 4 hours (half-day),120,10.02,04/02/16,
Services,dyfed-powys,Standard office cleaning (force average per m2 per year),11.21,1798,27/01/16,Information provided for the force's site in Carmarthen. A different supplier is used for the force's headquarters for a different rate.
Services,dyfed-powys,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.0193,160908,09/02/16,
Services,dyfed-powys,Laptop purchase,567.01,5,03/02/16,Standard specifications.
Services,dyfed-powys,Desktop purchase,345.3,1,16/02/16,Medium specifications.
Services,dyfed-powys,"PC monitor - 19"" or smaller (inc. cables)",68.01,5,14/01/16,
Services,dyfed-powys,"PC monitor - 21"" or wider (inc. cables)",77.18,1,19/01/16,
Services,dyfed-powys,Telephone call charges (per minute),,,26/02/16,Rate is provided in an inclusive telecoms package linked to consumption but the requested information cannot be extracted.
Services,west-midlands,DNA test,18.45,1076,01/12/15,"The force is using the old Framework to purchase this item code 24BF A1 which is equivalent to 07BFA1. As such, from 01 March 2016 this will convert to 24BF. The items in question are covered under a formal contract (which is between regional forces). Therefore the item price remains the same regardless of whether one unit is ordered or multiple, as unit prices were derived based on indicative annual volumes at the time of tender rather than on an order by order basis."
Services,west-midlands,Toxicology test,26.92,17,01/12/15,"Standard alcohol test. The force is using the old Framework code 20TOXA1 which is equivalent to 01TOXA1. The items in question are covered under a formal contract (which is regional between forces). Therefore, the item price remains the same regardless of whether one unit is ordered or multiple, as unit prices were derived based on indicative annual volumes at the time of tender rather than on an order by order basis."
Services,west-midlands,Mobile phone examination,,,,Service provided in-house.
Services,west-midlands,Forensic stain analysis,110,1,01/02/16,"The force is using the old framework code for this item. There is no equivalent pricing point under the old framework for Crime Stains as the described item code 01BF has been split into codes 20BF and 22BF. However, from 01 March 2016 this price will convert to joint codes 20BF-B1 plus 22BF-B1 for a total ?85.56. The items in question are covered under a formal contract which is regional between forces. Therefore, the item price remains the same regardless of whether single or multiple items are purchased, as unit prices are based on indicative annual volumes at the time of tender rather than on an order by order basis."
Services,west-midlands,Credit report or search,1.35,1300,01/11/15,"Information provided based on staff vetting reports for a unit price in accordance with the annual volume of transactions which the force falls into. As such, the force falls into the lowest price bracket (1,300 searches), meaning that the cost per check to the force is ?1.35."
Services,west-midlands,Temporary staff administrator role,10.95,511,29/09/15,Position reported in return is most aligned to description of staff-administrator role. Force wide temporary staff requirements.
Services,west-midlands,one-day car hire,13.63,20,01/12/15,"The force has a formal contract whereby there is a fixed daily rate of ?13.63. Given that the average hire time for the force is 20 days, this pricing methodology best meets the force's needs."
Services,west-midlands,30-day car hire,13.63,30,01/12/15,"The force has a formal contract whereby there is a fixed daily rate of ?13.63. Given that the average hire time for the force is 20 days, this pricing methodology best meets the force's needs."
Services,west-midlands,Ream of 500 sheets of white paper,1.93,100,01/02/16,"Specification purchased: budget white A4 80GSM copier paper, box of 5 reams (5X500 sheets of paper). The force intends to move across to the new national police agreement for stationery when it is established later this year."
Services,west-midlands,Telephone interpreting inc. recording services (per minute),0.66,300,01/02/16,"As per the national framework agreement, the service charge is ?0.011 pence per second for all languages. Information on volumes provided on the basis of 5 hours last purchased."
Services,west-midlands,Face-to-face interpreting for 4 hours (half-day),124,4,01/02/16,Pricing information based on the national police agreement (?31.00 per hour).
Services,west-midlands,Standard office cleaning (force average per m2 per year),,,,Service provided in-house.
Services,west-midlands,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.0193,127409,01/01/16,"Volume shown for last recorded monthly usage across force. For clarity, the cost per kWh to the force is 1.93p. The items in question are covered under a formal contract (which is regional between forces). Therefore, the item price remains the same regardless of whether one unit is ordered or multiple, as unit prices were derived based on indicative annual volumes at the time of tender rather than on an order by order basis."
Services,west-midlands,Laptop purchase,616.99,1100,15/02/16,Lower specifications than standard specifications described for comparison.
Services,west-midlands,Desktop purchase,277,80,01/02/16,Lower specifications than standard specifications described for comparison.
Services,west-midlands,"PC monitor - 19"" or smaller (inc. cables)",,,,Not purchased.
Services,west-midlands,"PC monitor - 21"" or wider (inc. cables)",89.89,35,12/02/16,Force specifications: IIYAMA B2280WSD-B1/22WIDE LCD
Services,west-midlands,Telephone call charges (per minute),0.005,,01/02/16,"The force's contracted tariff for both local and national calls is .5 pence per minute. The force receives a consolidated bill (including line rental, provision of non-emergency number charges and external calls) on a quarterly basis from the supplier. Therefore, the charge remains the same regardless of the number of units purchased."
Services,north-wales,DNA test,17,297,28/01/16,
Services,north-wales,Toxicology test,19.75,4,15/12/15,Information provided for K110 Toxicology Kit.
Services,north-wales,Mobile phone examination,"1,500.00",1,12/02/16,"Information provided for full examination of Apple iPhone 5 - ios 8.3 PIN Decryption only - The service was on an I phone 5 ios with encrypted data that included unlocking, decryption and investigation but the service was not under contract at the time and would have included a complicated search of several megabytes of encrypted data. The force has recently completed a regional tender for this service."
Services,north-wales,Forensic stain analysis,80,5,31/01/16,
Services,north-wales,Credit report or search,1.25,5155,23/12/14,Information provided for staff vetting reports. Criminal investigation credit reports cost ?4.25 each.
Services,north-wales,Temporary staff administrator role,14.14,148.5,02/02/16,"Costs based on Admin Assistant - scale 4 Administrative Post, HR Assistant, as an example including all statutory costs as well as rate paid."
Services,north-wales,one-day car hire,18.5,1,11/02/16,Information provided for Ford Focus hire.
Services,north-wales,30-day car hire,11,31,31/01/16,Information provided for Ford Focus Zetec vehicle hire.
Services,north-wales,Ream of 500 sheets of white paper,1.58,200,14/01/16,
Services,north-wales,Telephone interpreting inc. recording services (per minute),0.66,1188,28/01/16,Actual rate is ?0.011 per second.
Services,north-wales,Face-to-face interpreting for 4 hours (half-day),124,118.75,28/01/16,
Services,north-wales,Standard office cleaning (force average per m2 per year),11.87,56871,31/07/15,Provision of cleaning service in-house is subject to a review. Information taken from the Estate Benchmarking Report for 2014/15.
Services,north-wales,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.0192,1815,11/01/16,
Services,north-wales,Laptop purchase,563.1,4,10/12/15,Low specifications Dell LAT E5550/5550 i5 4GB 500GB
Services,north-wales,Desktop purchase,351.13,7,10/12/15,Low specifications Dell OPLEX 3020 MT i3 4GB 500GB
Services,north-wales,"PC monitor - 19"" or smaller (inc. cables)",90.26,7,10/12/15,"Dell PROF P2014H LED monitor, black. Information provided for the force purchases of monitors size 19.5""."
Services,north-wales,"PC monitor - 21"" or wider (inc. cables)",193.57,10,10/12/15,"Dell U/SHARP U24 12M VGA Mon. The force does not purchase monitors of this size. Information provided for purchases of monitors size 24""."
Services,north-wales,Telephone call charges (per minute),0.0085,,14/01/16,Information on volumes not provided.
Services,north-yorkshire,DNA test,17,242,18/02/16,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions."
Services,north-yorkshire,Toxicology test,29.9,8,18/02/16,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions."
Services,north-yorkshire,Mobile phone examination,145,1,01/02/16,Information provided for level 2 examination of one item only.
Services,north-yorkshire,Forensic stain analysis,50,1,24/01/16,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions. The force's most recent purchase of level A1 tests cost ?169.90 each."
Services,north-yorkshire,Credit report or search,1.1,1203,13/11/15,Information provided for personal vetting reports.
Services,north-yorkshire,Temporary staff administrator role,11.74,37,05/02/16,"Due to differing pay structures within the Yorkshire and Humber Region, information provided is based on a 'blended' average rate for the four Yorkshire and Humber Forces."
Services,north-yorkshire,one-day car hire,19.24,1,22/02/16,Information provided for the hire of a Toyota vehicle matching description requested for comparison.
Services,north-yorkshire,30-day car hire,9.76,28,27/02/16,Information based on invoice for one Hyundai vehicle hired for 28 days (no bills for 30 days) and matching description requested for comparison. 28 days' rental is the maximum billed period.
Services,north-yorkshire,Ream of 500 sheets of white paper,2.03,250,05/02/16,
Services,north-yorkshire,Telephone interpreting inc. recording services (per minute),0.8,921,31/01/16,
Services,north-yorkshire,Face-to-face interpreting for 4 hours (half-day),137.04,11.75,08/02/16,National Register of Public Service Interpreters Call-Off List.
Services,north-yorkshire,Standard office cleaning (force average per m2 per year),15.03,39581,18/12/15,Payments for standard office cleaning are made monthly based on the annual contract price. The average cost per m2 per annum can only be provided by dividing the annual figure by the size of the estate.
Services,north-yorkshire,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.0325,480905,20/01/16,"Unable to provide a price specific to the force's headquarters, as billing is not detailed to location. Rates include climate change levy and vary from 2.865p to 3.798p per kWh dependent upon usage and sites. In addition, the force's HQ is primarily oil heated."
Services,north-yorkshire,Laptop purchase,519.33,6,06/11/15,Standard specifications Latitude 5450BTX.
Services,north-yorkshire,Desktop purchase,545,110,25/11/15,High specifications: x Optiplex mini tower 7020 - All specifications for purchasing desktops the same except 4gb Ram - 500Gb Sata drive - 3 year next Business day warranty.
Services,north-yorkshire,"PC monitor - 19"" or smaller (inc. cables)",,,,"The force does not purchase this size of monitors; it has moved to only 23"". "
Services,north-yorkshire,"PC monitor - 21"" or wider (inc. cables)",107,50,15/02/16,"Dell Prof P2314H LED monitors purchased. The force does not purchase monitors of this size. Information provided for purchases of monitors size 23""."
Services,north-yorkshire,Telephone call charges (per minute),0.0046,89994,01/02/16,"Estimated volume based on the last total time charged: 1499:54:35 = 18,114 calls."
Services,surrey,DNA test,18.21,1,15/02/16,No information on volumes.
Services,surrey,Toxicology test,25.33,1,15/02/16,Volume information not provided.
Services,surrey,Mobile phone examination,150,1,01/02/16,Information provided for level 2 Sim card and Handset - standard examination (14 days). Volume information not provided. Fixed price for standard examination regardless of volumes.
Services,surrey,Forensic stain analysis,100,1,15/02/16,Information on volumes not provided.
Services,surrey,Credit report or search,1.35,1,01/11/15,Volume information not provided.
Services,surrey,Temporary staff administrator role,12.75,15,01/02/16,General administrator costs.
Services,surrey,one-day car hire,19.79,1,01/07/15, Rate excludes ?2.50 collection / delivery charge each way.
Services,surrey,30-day car hire,12.25,4,01/12/15,
Services,surrey,Ream of 500 sheets of white paper,2.37,250,01/02/16,Basic paper 75g - Box of 5 reams price is ?11.85 - fixed price not dependent on volumes.
Services,surrey,Telephone interpreting inc. recording services (per minute),0.68,,01/02/16,Flat rate interpretation charge per minute. Information on volumes not provided.
Services,surrey,Face-to-face interpreting for 4 hours (half-day),120,2,01/02/16,Add ?23.00 booking fee per assignment. Information provided for 4 hours as daily minimum payment for 2 hours.
Services,surrey,Standard office cleaning (force average per m2 per year),17.22,38014,01/02/16,"Annual cost information provided, calculated by dividing total cost by site area so may not be totally accurate. Total surface area is 38,014m2."
Services,surrey,"Gas supply to force headquarters (in ?, based on cost in p per kWh)",0.0212,2743548,31/01/16,Information on volumes based on annual consumption.
Services,surrey,Laptop purchase,465.88,10,14/01/16,Standard specifications HP640 G1 i5 processor.
Services,surrey,Desktop purchase,439.15,12,25/11/15,Standard specifications HP800 G2 i5 processor.
Services,surrey,"PC monitor - 19"" or smaller (inc. cables)",119.06,30,14/01/16,Standard HP monitors.
